361.7973937988281, -202.79649353027344
347.8002624511719, -195.37872314453125
327.1848449707031, -183.7780303955078
316.3191833496094, -177.54457092285156
310.1920471191406, -174.3705291748047
277.5250244140625, -150.5928955078125
250.09829711914062, -135.19931030273438
224.83230590820312, -122.8688735961914
240.04043579101562, -102.65283966064453
244.15267944335938, -99.5115966796875
261.6739807128906, -74.5774917602539
282.8183898925781, -52.42805480957031
304.6809997558594, -29.79011344909668
327.44866943359375, -5.881252288818359
343.5982971191406, 21.511119842529297
357.5707702636719, 42.78702163696289
371.1968078613281, 68.01303100585938
381.24188232421875, 95.26945495605469
393.394287109375, 135.8115692138672
399.95294189453125, 175.6368408203125
